loss1,losss2,epoc
12.428717613220215,0,173
12.428727149963379,0,174
12.428661346435547,0,175
12.428600311279297,0,176
12.428625106811523,0,177
12.428606033325195,0,178
12.428630828857422,0,179
12.428741455078125,0,180
12.428790092468262,0,181
12.428762435913086,0,182
12.428766250610352,0,183
12.428817749023438,0,184
12.428768157958984,0,185
12.428678512573242,0,186
12.428585052490234,0,187
12.428573608398438,0,188
12.42862606048584,0,189
12.428693771362305,0,190
12.428665161132812,0,191
12.428688049316406,0,192
12.428655624389648,0,193
12.42853832244873,0,194
12.428532600402832,0,195
12.428499221801758,0,196
12.428491592407227,0,197
12.428484916687012,0,198
12.428400993347168,0,199
12.428325653076172,0,200
12.428499221801758,0,201
12.428657531738281,0,202
12.428569793701172,0,203
12.428506851196289,0,204
12.42784309387207,0,205
12.427648544311523,0,206
12.427453994750977,0,207
12.426776885986328,0,208
12.434244155883789,0,209
12.428417205810547,0,210
12.42851448059082,0,211
12.428401947021484,0,212
12.428714752197266,0,213
12.428771018981934,0,214
12.42880630493164,0,215
12.428876876831055,0,216
12.428924560546875,0,217
12.42896842956543,0,218
12.42898941040039,0,219
12.42901611328125,0,220
12.428876876831055,0,221
12.4287748336792,0,222
12.428693771362305,0,223
12.42857551574707,0,224
12.42864990234375,0,225
12.42870044708252,0,226
12.428850173950195,0,227
12.428911209106445,0,228
12.428770065307617,0,229
12.4287109375,0,230
12.428672790527344,0,231
12.428637504577637,0,232
12.428810119628906,0,233
12.429328918457031,0,234
12.440763473510742,0,235
12.430036544799805,0,236
12.430356979370117,0,237
12.428730010986328,0,238
12.428756713867188,0,239
12.428750038146973,0,240
12.42871379852295,0,241
12.428796768188477,0,242
12.428812026977539,0,243
12.428779602050781,0,244
12.428735733032227,0,245
12.428762435913086,0,246
12.428744316101074,0,247
12.428707122802734,0,248
12.428759574890137,0,249
12.428729057312012,0,250
12.428736686706543,0,251
12.428747177124023,0,252
12.42873477935791,0,253
12.428770065307617,0,254
12.42864990234375,0,255
12.428714752197266,0,256
12.428974151611328,0,257
12.428922653198242,0,258
12.428728103637695,0,259
12.4286527633667,0,260
12.432758331298828,0,261
12.445712089538574,0,262
12.430131912231445,0,263
12.428985595703125,0,264
12.428853988647461,0,265
12.43907642364502,0,266
12.432498931884766,0,267
12.429560661315918,0,268
12.671878814697266,0,269
12.429468154907227,0,270
12.429952621459961,0,271
12.430359840393066,0,272
12.431600570678711,0,273
12.430538177490234,0,274
12.429073333740234,0,275
12.428817749023438,0,276
12.428924560546875,0,277
12.429101943969727,0,278
12.429753303527832,0,279
12.430295944213867,0,280
12.432018280029297,0,281
12.436522483825684,0,282
12.439210891723633,0,283
12.43867301940918,0,284
12.431539535522461,0,285
12.4912109375,0,286
12.42886734008789,0,287
12.428858757019043,0,288
12.428836822509766,0,289
12.428878784179688,0,290
12.428842544555664,0,291
12.431170463562012,0,292
12.428750038146973,0,293
12.429733276367188,0,294
12.428889274597168,0,295
12.429485321044922,0,296
12.772881507873535,0,297
12.428934097290039,0,298
12.429137229919434,0,299
12.464433670043945,0,300
12.435470581054688,0,301
12.429252624511719,0,302
12.42921257019043,0,303
12.433757781982422,0,304
12.433074951171875,0,305
12.432690620422363,0,306
12.431636810302734,0,307
12.430549621582031,0,308
12.43021011352539,0,309
12.430191040039062,0,310
12.430023193359375,0,311
12.430023193359375,0,312
12.429706573486328,0,313
12.429691314697266,0,314
12.429824829101562,0,315
12.429885864257812,0,316
12.42963981628418,0,317
12.42932415008545,0,318
12.429231643676758,0,319
12.429152488708496,0,320
12.428929328918457,0,321
12.42890739440918,0,322
12.428935050964355,0,323
12.428934097290039,0,324
12.432538986206055,0,325
12.430190086364746,0,326
12.428936004638672,0,327
12.42892074584961,0,328
12.432014465332031,0,329
12.480558395385742,0,330
12.428890228271484,0,331
12.43185043334961,0,332
12.429128646850586,0,333
12.430563926696777,0,334
12.429930686950684,0,335
12.436471939086914,0,336
12.428888320922852,0,337
12.432783126831055,0,338
12.431829452514648,0,339
12.428926467895508,0,340
12.43060302734375,0,341
12.438814163208008,0,342
12.428838729858398,0,343
12.48406982421875,0,344
12.44295883178711,0,345
12.433687210083008,0,346
12.431400299072266,0,347
12.430450439453125,0,348
12.4300537109375,0,349
12.429617881774902,0,350
12.429621696472168,0,351
12.429070472717285,0,352
12.429134368896484,0,353
12.429912567138672,0,354
12.434642791748047,0,355
12.442647933959961,0,356
12.430923461914062,0,357
12.456701278686523,0,358
12.448051452636719,0,359
12.43124008178711,0,360
12.42799186706543,0,361
12.429851531982422,0,362
12.428661346435547,0,363
12.429058074951172,0,364
12.430097579956055,0,365
12.442953109741211,0,366
12.472817420959473,0,367
12.42874526977539,0,368
12.453553199768066,0,369
12.45224380493164,0,370
12.430967330932617,0,371
12.43773365020752,0,372
12.441607475280762,0,373
12.435529708862305,0,374
12.429630279541016,0,375
12.427070617675781,0,376
12.428430557250977,0,377
12.43083667755127,0,378
12.432245254516602,0,379
12.445907592773438,0,380
12.429311752319336,0,381
12.446900367736816,0,382
12.548648834228516,0,383
12.428335189819336,0,384
12.431262969970703,0,385
12.431276321411133,0,386
12.432489395141602,0,387
12.439671516418457,0,388
12.435697555541992,0,389
12.427775382995605,0,390
12.429529190063477,0,391
12.432594299316406,0,392
12.427972793579102,0,393
12.427392959594727,0,394
12.4262056350708,0,395
12.428390502929688,0,396
12.427361488342285,0,397
12.42713737487793,0,398
12.427606582641602,0,399
12.427277565002441,0,400
12.426560401916504,0,401
12.427205085754395,0,402
12.426841735839844,0,403
